id,time,values
1,2023:01:01 17:12:11,2217.1
2,2023:01:01 17:12:11,2748.9
3,2023:01:01 17:12:11,1824
1,2023:01:01 17:12:41,1216.4
2,2023:01:01 17:12:41,2554.2
3,2023:01:01 17:12:41,761.9
1,2023:01:01 17:13:11,2091.3
2,2023:01:01 17:13:11,759.1
3,2023:01:01 17:13:11,670.4
1,2023:01:01 17:13:41,3181.8
2,2023:01:01 17:13:41,923.2
3,2023:01:01 17:13:41,75
1,2023:01:01 17:14:11,2520.5
2,2023:01:01 17:14:11,497.5
3,2023:01:01 17:14:11,153.9
1,2023:01:01 17:14:41,30.3
2,2023:01:01 17:14:41,1142.2
3,2023:01:01 17:14:41,2109.8
1,2023:01:01 17:15:11,1124.7
2,2023:01:01 17:15:11,1358.4
3,2023:01:01 17:15:11,1364.8
1,2023:01:01 17:15:41,297.1
2,2023:01:01 17:15:41,1786.4
3,2023:01:01 17:15:41,2291.3
1,2023:01:01 17:16:11,1107.5
2,2023:01:01 17:16:11,2154.5
3,2023:01:01 17:16:11,2871.2
1,2023:01:01 17:16:41,1754.6
2,2023:01:01 17:16:41,1867.8
3,2023:01:01 17:16:41,176.9
1,2023:01:01 17:17:11,1526.2
2,2023:01:01 17:17:11,851.9
3,2023:01:01 17:17:11,1398.5
1,2023:01:01 17:17:41,2828.9
2,2023:01:01 17:17:41,1594.4
3,2023:01:01 17:17:41,286.5
1,2023:01:01 17:18:11,1854
2,2023:01:01 17:18:11,2324.5
3,2023:01:01 17:18:11,2550.8
1,2023:01:01 17:18:41,2831.8
2,2023:01:01 17:18:41,2787
3,2023:01:01 17:18:41,960.1
1,2023:01:01 17:19:11,2832.3
2,2023:01:01 17:19:11,2113.2
3,2023:01:01 17:19:11,2447.2
1,2023:01:01 17:19:41,2715.2
2,2023:01:01 17:19:41,2508.7
3,2023:01:01 17:19:41,2857
1,2023:01:01 17:20:11,2976.3
2,2023:01:01 17:20:11,2990.1
3,2023:01:01 17:20:11,1710.3
1,2023:01:01 17:20:41,1442.3
2,2023:01:01 17:20:41,352.7
3,2023:01:01 17:20:41,1160
1,2023:01:01 17:21:11,2696.9
2,2023:01:01 17:21:11,1401.5
3,2023:01:01 17:21:11,556.5
1,2023:01:01 17:21:41,2.8
2,2023:01:01 17:21:41,2154.3
3,2023:01:01 17:21:41,2534.7
1,2023:01:01 17:22:11,208.8
2,2023:01:01 17:22:11,294.3
3,2023:01:01 17:22:11,1263.7
1,2023:01:01 17:22:41,2240.9
2,2023:01:01 17:22:41,2646.3
3,2023:01:01 17:22:41,504.9
1,2023:01:01 17:23:11,468.1
2,2023:01:01 17:23:11,158.8
3,2023:01:01 17:23:11,1134.2
1,2023:01:01 17:23:41,60.8
2,2023:01:01 17:23:41,3206
3,2023:01:01 17:23:41,2122.1
1,2023:01:01 17:24:11,175.8
2,2023:01:01 17:24:11,2995.4
3,2023:01:01 17:24:11,2088.8
1,2023:01:01 17:24:41,1414.6
2,2023:01:01 17:24:41,69
3,2023:01:01 17:24:41,794.9
1,2023:01:01 17:25:11,1284.3
2,2023:01:01 17:25:11,2143
3,2023:01:01 17:25:11,2562
1,2023:01:01 17:25:41,74.8
2,2023:01:01 17:25:41,2706.7
3,2023:01:01 17:25:41,453.6
1,2023:01:01 17:26:11,2078.3
2,2023:01:01 17:26:11,1803.5
3,2023:01:01 17:26:11,3222.6
1,2023:01:01 17:26:41,1518.5
2,2023:01:01 17:26:41,703.8
3,2023:01:01 17:26:41,985.3
1,2023:01:01 17:27:11,2562.9
2,2023:01:01 17:27:11,1122.4
3,2023:01:01 17:27:11,1574.8
1,2023:01:01 17:27:41,1992.3
2,2023:01:01 17:27:41,335.9
3,2023:01:01 17:27:41,3225.7
1,2023:01:01 17:28:11,2476.6
2,2023:01:01 17:28:11,494.4
3,2023:01:01 17:28:11,1495.5
1,2023:01:01 17:28:41,2331.8
2,2023:01:01 17:28:41,3272.6
3,2023:01:01 17:28:41,2541.1
1,2023:01:01 17:29:11,2102.5
2,2023:01:01 17:29:11,2035.5
3,2023:01:01 17:29:11,3100.1
1,2023:01:01 17:29:41,2254.9
2,2023:01:01 17:29:41,949.6
3,2023:01:01 17:29:41,1858.4
1,2023:01:01 17:30:11,951.5
2,2023:01:01 17:30:11,1796.4
3,2023:01:01 17:30:11,2334.2
1,2023:01:01 17:30:41,807.5
2,2023:01:01 17:30:41,1791.3
3,2023:01:01 17:30:41,1614.2
1,2023:01:01 17:31:11,3119.6
2,2023:01:01 17:31:11,2194.8
3,2023:01:01 17:31:11,2507.2
1,2023:01:01 17:31:41,2042.6
2,2023:01:01 17:31:41,1460.6
3,2023:01:01 17:31:41,2617.3
1,2023:01:01 17:32:11,2442.9
2,2023:01:01 17:32:11,3240.4
3,2023:01:01 17:32:11,670.5
1,2023:01:01 17:32:41,2062.6
2,2023:01:01 17:32:41,2981.2
3,2023:01:01 17:32:41,1937.5
1,2023:01:01 17:33:11,3009.3
2,2023:01:01 17:33:11,1656.5
3,2023:01:01 17:33:11,1603.6
1,2023:01:01 17:33:41,1473.6
2,2023:01:01 17:33:41,2914.1
3,2023:01:01 17:33:41,3081.4
1,2023:01:01 17:34:11,599.4
2,2023:01:01 17:34:11,825.6
3,2023:01:01 17:34:11,665.2
1,2023:01:01 17:34:41,2393.6
2,2023:01:01 17:34:41,3083.8
3,2023:01:01 17:34:41,2048.2
1,2023:01:01 17:35:11,135.5
2,2023:01:01 17:35:11,2101.5
3,2023:01:01 17:35:11,113.1
1,2023:01:01 17:35:41,1823
2,2023:01:01 17:35:41,1784.1
3,2023:01:01 17:35:41,1462.5
1,2023:01:01 17:36:11,201.1
2,2023:01:01 17:36:11,3263.7
3,2023:01:01 17:36:11,418.6
1,2023:01:01 17:36:41,1969
2,2023:01:01 17:36:41,165
3,2023:01:01 17:36:41,566.2
1,2023:01:01 17:37:11,2163.4
2,2023:01:01 17:37:11,1089.3
3,2023:01:01 17:37:11,1035.3
1,2023:01:01 17:37:41,2141.6
2,2023:01:01 17:37:41,1345.2
3,2023:01:01 17:37:41,1400.8
1,2023:01:01 17:38:11,726.2
2,2023:01:01 17:38:11,2223.3
3,2023:01:01 17:38:11,545.4
1,2023:01:01 17:38:41,1630.3
2,2023:01:01 17:38:41,1663.4
3,2023:01:01 17:38:41,2630.3
1,2023:01:01 17:39:11,1425.6
2,2023:01:01 17:39:11,14.8
3,2023:01:01 17:39:11,1112.4
1,2023:01:01 17:39:41,1231.7
2,2023:01:01 17:39:41,421.3
3,2023:01:01 17:39:41,2710.9
1,2023:01:01 17:40:11,2402.8
2,2023:01:01 17:40:11,2920
3,2023:01:01 17:40:11,2108
1,2023:01:01 17:40:41,2131.8
2,2023:01:01 17:40:41,1685.8
3,2023:01:01 17:40:41,2405
1,2023:01:01 17:41:11,2415.5
2,2023:01:01 17:41:11,3136.1
3,2023:01:01 17:41:11,1526.4
1,2023:01:01 17:41:41,1190.3
2,2023:01:01 17:41:41,367.6
3,2023:01:01 17:41:41,2964.3
1,2023:01:01 17:42:11,2690.9
2,2023:01:01 17:42:11,1490.2
3,2023:01:01 17:42:11,356.1
1,2023:01:01 17:42:41,2848.9
2,2023:01:01 17:42:41,2494.8
3,2023:01:01 17:42:41,128.2
1,2023:01:01 17:43:11,1365.3
2,2023:01:01 17:43:11,3067.4
3,2023:01:01 17:43:11,222
1,2023:01:01 17:43:41,540.2
2,2023:01:01 17:43:41,692.3
3,2023:01:01 17:43:41,383.1
1,2023:01:01 17:44:11,1936.9
2,2023:01:01 17:44:11,387.8
3,2023:01:01 17:44:11,2025.9
1,2023:01:01 17:44:41,1900.8
2,2023:01:01 17:44:41,2261.9
3,2023:01:01 17:44:41,2397.1
1,2023:01:01 17:45:11,3000.3
2,2023:01:01 17:45:11,2194.5
3,2023:01:01 17:45:11,978.1
1,2023:01:01 17:45:41,2650.4
2,2023:01:01 17:45:41,1239.2
3,2023:01:01 17:45:41,3268.5
1,2023:01:01 17:46:11,2531.3
2,2023:01:01 17:46:11,669.8
3,2023:01:01 17:46:11,558.9
1,2023:01:01 17:46:41,1272.2
2,2023:01:01 17:46:41,593.8
3,2023:01:01 17:46:41,1903.7
1,2023:01:01 17:47:11,641
2,2023:01:01 17:47:11,3146.1
3,2023:01:01 17:47:11,623.4
1,2023:01:01 17:47:41,1250.8
2,2023:01:01 17:47:41,996.1
3,2023:01:01 17:47:41,395.9
1,2023:01:01 17:48:11,649.3
2,2023:01:01 17:48:11,151.5
3,2023:01:01 17:48:11,2526.9
1,2023:01:01 17:48:41,2493.7
2,2023:01:01 17:48:41,2886.9
3,2023:01:01 17:48:41,5.8
1,2023:01:01 17:49:11,1470
2,2023:01:01 17:49:11,1397.1
3,2023:01:01 17:49:11,2626.4
1,2023:01:01 17:49:41,1511.7
2,2023:01:01 17:49:41,1621.5
3,2023:01:01 17:49:41,2455.5
1,2023:01:01 17:50:11,781.5
2,2023:01:01 17:50:11,1833
3,2023:01:01 17:50:11,303.9
1,2023:01:01 17:50:41,3021.2
2,2023:01:01 17:50:41,2928.8
3,2023:01:01 17:50:41,2808.2
1,2023:01:01 17:51:11,195.4
2,2023:01:01 17:51:11,1608.5
3,2023:01:01 17:51:11,2071
1,2023:01:01 17:51:41,2448.4
2,2023:01:01 17:51:41,2477.4
3,2023:01:01 17:51:41,838
1,2023:01:01 17:52:11,2981.5
2,2023:01:01 17:52:11,2595.1
3,2023:01:01 17:52:11,654.1
1,2023:01:01 17:52:41,1811.5
2,2023:01:01 17:52:41,167.9
3,2023:01:01 17:52:41,1711
1,2023:01:01 17:53:11,2589.8
2,2023:01:01 17:53:11,2307.3
3,2023:01:01 17:53:11,78.8
1,2023:01:01 17:53:41,2397.7
2,2023:01:01 17:53:41,1813.2
3,2023:01:01 17:53:41,2995.6
1,2023:01:01 17:54:11,2868.9
2,2023:01:01 17:54:11,2611.3
3,2023:01:01 17:54:11,1000.8
1,2023:01:01 17:54:41,1294.1
2,2023:01:01 17:54:41,1579
3,2023:01:01 17:54:41,172.3
1,2023:01:01 17:55:11,2136.3
2,2023:01:01 17:55:11,2.8
3,2023:01:01 17:55:11,2518.4
1,2023:01:01 17:55:41,2477.8
2,2023:01:01 17:55:41,720
3,2023:01:01 17:55:41,507.1
1,2023:01:01 17:56:11,188.5
2,2023:01:01 17:56:11,2197.4
3,2023:01:01 17:56:11,107.1
1,2023:01:01 17:56:41,1133.3
2,2023:01:01 17:56:41,2286.7
3,2023:01:01 17:56:41,2615.3
1,2023:01:01 17:57:11,1429.5
2,2023:01:01 17:57:11,3216.8
3,2023:01:01 17:57:11,2082.5
1,2023:01:01 17:57:41,967.6
2,2023:01:01 17:57:41,1562.9
3,2023:01:01 17:57:41,2865
1,2023:01:01 17:58:11,259.8
2,2023:01:01 17:58:11,330.9
3,2023:01:01 17:58:11,469.3
1,2023:01:01 17:58:41,468.6
2,2023:01:01 17:58:41,3008
3,2023:01:01 17:58:41,1011.6
1,2023:01:01 17:59:11,1224.9
2,2023:01:01 17:59:11,2666.7
3,2023:01:01 17:59:11,152.8
1,2023:01:01 17:59:41,2667.9
2,2023:01:01 17:59:41,786.4
3,2023:01:01 17:59:41,2942.1
1,2023:01:01 18:00:11,840.5
2,2023:01:01 18:00:11,882.6
3,2023:01:01 18:00:11,681.6
1,2023:01:01 18:00:41,751.6
2,2023:01:01 18:00:41,2772.6
3,2023:01:01 18:00:41,2866.6
1,2023:01:01 18:01:11,2908.7
2,2023:01:01 18:01:11,2768.1
3,2023:01:01 18:01:11,1996.4
1,2023:01:01 18:01:41,134
2,2023:01:01 18:01:41,568.6
3,2023:01:01 18:01:41,602.1
1,2023:01:01 18:02:11,1166.2
2,2023:01:01 18:02:11,1472.1
3,2023:01:01 18:02:11,606.4
1,2023:01:01 18:02:41,2930.9
2,2023:01:01 18:02:41,2041.5
3,2023:01:01 18:02:41,1790.2
1,2023:01:01 18:03:11,2987.3
2,2023:01:01 18:03:11,1712.4
3,2023:01:01 18:03:11,2394.1
1,2023:01:01 18:03:41,3274.5
2,2023:01:01 18:03:41,3176.2
3,2023:01:01 18:03:41,2842.3
1,2023:01:01 18:04:11,2753.1
2,2023:01:01 18:04:11,480.6
3,2023:01:01 18:04:11,1226.8
1,2023:01:01 18:04:41,931.8
2,2023:01:01 18:04:41,560.2
3,2023:01:01 18:04:41,3190.7
1,2023:01:01 18:05:11,2430.7
2,2023:01:01 18:05:11,2348.1
3,2023:01:01 18:05:11,101.2
1,2023:01:01 18:05:41,2113.6
2,2023:01:01 18:05:41,2663
3,2023:01:01 18:05:41,2411.4
1,2023:01:01 18:06:11,2680.9
2,2023:01:01 18:06:11,408.4
3,2023:01:01 18:06:11,2355.6
1,2023:01:01 18:06:41,1229
2,2023:01:01 18:06:41,2129.3
3,2023:01:01 18:06:41,2999.6
1,2023:01:01 18:07:11,2915.2
2,2023:01:01 18:07:11,105.4
3,2023:01:01 18:07:11,2534.5
1,2023:01:01 18:07:41,1470.8
2,2023:01:01 18:07:41,24.8
3,2023:01:01 18:07:41,749.1
1,2023:01:01 18:08:11,1371.2
2,2023:01:01 18:08:11,513.1
3,2023:01:01 18:08:11,3011.4
1,2023:01:01 18:08:41,1643.9
2,2023:01:01 18:08:41,795.8
3,2023:01:01 18:08:41,2472.2
1,2023:01:01 18:09:11,2970.4
2,2023:01:01 18:09:11,699.5
3,2023:01:01 18:09:11,105.2
1,2023:01:01 18:09:41,2526.9
2,2023:01:01 18:09:41,747.9
3,2023:01:01 18:09:41,1823.8
1,2023:01:01 18:10:11,2642.3
2,2023:01:01 18:10:11,2791.8
3,2023:01:01 18:10:11,1086.6
1,2023:01:01 18:10:41,1765.9
2,2023:01:01 18:10:41,3249.8
3,2023:01:01 18:10:41,2848.6
1,2023:01:01 18:11:11,2119.6
2,2023:01:01 18:11:11,746.2
3,2023:01:01 18:11:11,2663.3
1,2023:01:01 18:11:41,1215.8
2,2023:01:01 18:11:41,1202.2
3,2023:01:01 18:11:41,114.6
1,2023:01:01 18:12:11,1839.2
2,2023:01:01 18:12:11,1303.7
3,2023:01:01 18:12:11,392.5
1,2023:01:01 18:12:41,1064.7
2,2023:01:01 18:12:41,2945.8
3,2023:01:01 18:12:41,660.2
1,2023:01:01 18:13:11,3080.7
2,2023:01:01 18:13:11,409.8
3,2023:01:01 18:13:11,2783
1,2023:01:01 18:13:41,2929.2
2,2023:01:01 18:13:41,1460
3,2023:01:01 18:13:41,727.8
1,2023:01:01 18:14:11,2079.9
2,2023:01:01 18:14:11,1835.2
3,2023:01:01 18:14:11,2044.8
1,2023:01:01 18:14:41,1388.2
2,2023:01:01 18:14:41,54
3,2023:01:01 18:14:41,2831.5
1,2023:01:01 18:15:11,457.5
2,2023:01:01 18:15:11,876.2
3,2023:01:01 18:15:11,956.7
1,2023:01:01 18:15:41,2233.6
2,2023:01:01 18:15:41,1839.7
3,2023:01:01 18:15:41,3141.8
1,2023:01:01 18:16:11,1989.7
2,2023:01:01 18:16:11,2582.8
3,2023:01:01 18:16:11,1385.1
1,2023:01:01 18:16:41,2681.6
2,2023:01:01 18:16:41,2423
3,2023:01:01 18:16:41,444.9
1,2023:01:01 18:17:11,1692.5
2,2023:01:01 18:17:11,65.8
3,2023:01:01 18:17:11,22.9
1,2023:01:01 18:17:41,2452
2,2023:01:01 18:17:41,1094
3,2023:01:01 18:17:41,2956
1,2023:01:01 18:18:11,1514.7
2,2023:01:01 18:18:11,2516.2
3,2023:01:01 18:18:11,165.5
1,2023:01:01 18:18:41,2067.5
2,2023:01:01 18:18:41,79.2
3,2023:01:01 18:18:41,2236.1
1,2023:01:01 18:19:11,3175.4
2,2023:01:01 18:19:11,1639.8
3,2023:01:01 18:19:11,2314.6
1,2023:01:01 18:19:41,871.4
2,2023:01:01 18:19:41,2694.6
3,2023:01:01 18:19:41,2118.8
1,2023:01:01 18:20:11,1956.9
2,2023:01:01 18:20:11,863.8
3,2023:01:01 18:20:11,2766.3
1,2023:01:01 18:20:41,1507.5
2,2023:01:01 18:20:41,2451.5
3,2023:01:01 18:20:41,1152.1
1,2023:01:01 18:21:11,47.5
2,2023:01:01 18:21:11,1561.5
3,2023:01:01 18:21:11,2052.8
1,2023:01:01 18:21:41,1323.4
2,2023:01:01 18:21:41,1257
3,2023:01:01 18:21:41,90.5
1,2023:01:01 18:22:11,946.4
2,2023:01:01 18:22:11,1955.7
3,2023:01:01 18:22:11,2896.2
1,2023:01:01 18:22:41,1416.1
2,2023:01:01 18:22:41,3052.4
3,2023:01:01 18:22:41,1254.9
1,2023:01:01 18:23:11,1746.9
2,2023:01:01 18:23:11,33
3,2023:01:01 18:23:11,3192.3
1,2023:01:01 18:23:41,2835
2,2023:01:01 18:23:41,1433.3
3,2023:01:01 18:23:41,2292.5
1,2023:01:01 18:24:11,1091
2,2023:01:01 18:24:11,1973.7
3,2023:01:01 18:24:11,1633.6
1,2023:01:01 18:24:41,1833.7
2,2023:01:01 18:24:41,127.8
3,2023:01:01 18:24:41,1239.3
1,2023:01:01 18:25:11,763.6
2,2023:01:01 18:25:11,3071.4
3,2023:01:01 18:25:11,2816.4
1,2023:01:01 18:25:41,3159.1
2,2023:01:01 18:25:41,1994.9
3,2023:01:01 18:25:41,1913.5
1,2023:01:01 18:26:11,250.5
2,2023:01:01 18:26:11,1333.7
3,2023:01:01 18:26:11,1000.4
1,2023:01:01 18:26:41,1633.7
2,2023:01:01 18:26:41,262.3
3,2023:01:01 18:26:41,2866.4
1,2023:01:01 18:27:11,997
2,2023:01:01 18:27:11,2560.8
3,2023:01:01 18:27:11,3056.8
1,2023:01:01 18:27:41,1928.1
2,2023:01:01 18:27:41,708.5
3,2023:01:01 18:27:41,915.2
1,2023:01:01 18:28:11,1837.3
2,2023:01:01 18:28:11,2865.2
3,2023:01:01 18:28:11,819.4
1,2023:01:01 18:28:41,987.6
2,2023:01:01 18:28:41,2382.6
3,2023:01:01 18:28:41,2839.6
1,2023:01:01 18:29:11,757.2
2,2023:01:01 18:29:11,624.9
3,2023:01:01 18:29:11,1464
1,2023:01:01 18:29:41,2917.4
2,2023:01:01 18:29:41,1881.9
3,2023:01:01 18:29:41,94.3
1,2023:01:01 18:30:11,3261.1
2,2023:01:01 18:30:11,194.1
3,2023:01:01 18:30:11,2028.9
1,2023:01:01 18:30:41,841.9
2,2023:01:01 18:30:41,556.5
3,2023:01:01 18:30:41,380.5
1,2023:01:01 18:31:11,758.5
2,2023:01:01 18:31:11,1621.6
3,2023:01:01 18:31:11,3145
1,2023:01:01 18:31:41,161.5
2,2023:01:01 18:31:41,260.9
3,2023:01:01 18:31:41,1106.4
1,2023:01:01 18:32:11,916.6
2,2023:01:01 18:32:11,1689.3
3,2023:01:01 18:32:11,1607.4
1,2023:01:01 18:32:41,1350.9
2,2023:01:01 18:32:41,3030
3,2023:01:01 18:32:41,1969.5
1,2023:01:01 18:33:11,957.3
2,2023:01:01 18:33:11,1558.9
3,2023:01:01 18:33:11,1316.1
1,2023:01:01 18:33:41,3117.2
2,2023:01:01 18:33:41,1796.8
3,2023:01:01 18:33:41,2735.8
1,2023:01:01 18:34:11,2603.1
2,2023:01:01 18:34:11,2626.8
3,2023:01:01 18:34:11,1942.6
1,2023:01:01 18:34:41,2851
2,2023:01:01 18:34:41,1042.2
3,2023:01:01 18:34:41,3077.4
1,2023:01:01 18:35:11,877.9
2,2023:01:01 18:35:11,3091
3,2023:01:01 18:35:11,2355.2
1,2023:01:01 18:35:41,418.2
2,2023:01:01 18:35:41,2539.1
3,2023:01:01 18:35:41,1549.5
1,2023:01:01 18:36:11,576.4
2,2023:01:01 18:36:11,87.4
3,2023:01:01 18:36:11,136.4
1,2023:01:01 18:36:41,1490.2
2,2023:01:01 18:36:41,2825.5
3,2023:01:01 18:36:41,446
1,2023:01:01 18:37:11,47.4
2,2023:01:01 18:37:11,697.2
3,2023:01:01 18:37:11,2682.1
1,2023:01:01 18:37:41,2612.2
2,2023:01:01 18:37:41,2554.7
3,2023:01:01 18:37:41,2157.7
1,2023:01:01 18:38:11,978.9
2,2023:01:01 18:38:11,2560.5
3,2023:01:01 18:38:11,3019.5
1,2023:01:01 18:38:41,2759.4
2,2023:01:01 18:38:41,795
3,2023:01:01 18:38:41,1634.3
1,2023:01:01 18:39:11,75.4
2,2023:01:01 18:39:11,248.1
3,2023:01:01 18:39:11,101.2
1,2023:01:01 18:39:41,1167.2
2,2023:01:01 18:39:41,2343.9
3,2023:01:01 18:39:41,1342.8
1,2023:01:01 18:40:11,591.2
2,2023:01:01 18:40:11,976.2
3,2023:01:01 18:40:11,596.7
1,2023:01:01 18:40:41,2440.8
2,2023:01:01 18:40:41,441.5
3,2023:01:01 18:40:41,190.8
1,2023:01:01 18:41:11,1722.3
2,2023:01:01 18:41:11,1175.9
3,2023:01:01 18:41:11,2643.4
1,2023:01:01 18:41:41,520.4
2,2023:01:01 18:41:41,2948.6
3,2023:01:01 18:41:41,431.9
1,2023:01:01 18:42:11,95.8
2,2023:01:01 18:42:11,594.5
3,2023:01:01 18:42:11,2680.6
1,2023:01:01 18:42:41,816.6
2,2023:01:01 18:42:41,1870
3,2023:01:01 18:42:41,1136.7
1,2023:01:01 18:43:11,1769.2
2,2023:01:01 18:43:11,2178.7
3,2023:01:01 18:43:11,2853.2
1,2023:01:01 18:43:41,3055.6
2,2023:01:01 18:43:41,3097.4
3,2023:01:01 18:43:41,344.7
1,2023:01:01 18:44:11,502.1
2,2023:01:01 18:44:11,1828.3
3,2023:01:01 18:44:11,2622.2
1,2023:01:01 18:44:41,2933.1
2,2023:01:01 18:44:41,237.6
3,2023:01:01 18:44:41,2858.3
1,2023:01:01 18:45:11,2694.8
2,2023:01:01 18:45:11,1272.3
3,2023:01:01 18:45:11,1798.2
1,2023:01:01 18:45:41,2201.8
2,2023:01:01 18:45:41,1477.6
3,2023:01:01 18:45:41,922
1,2023:01:01 18:46:11,3111.1
2,2023:01:01 18:46:11,3218.2
3,2023:01:01 18:46:11,2385.6
1,2023:01:01 18:46:41,1949
2,2023:01:01 18:46:41,892.5
3,2023:01:01 18:46:41,432.4
1,2023:01:01 18:47:11,648.6
2,2023:01:01 18:47:11,1967.7
3,2023:01:01 18:47:11,1596.9
1,2023:01:01 18:47:41,1164.3
2,2023:01:01 18:47:41,753.4
3,2023:01:01 18:47:41,1567.7
1,2023:01:01 18:48:11,2266.8
2,2023:01:01 18:48:11,3106.8
3,2023:01:01 18:48:11,2199.1
1,2023:01:01 18:48:41,3219.6
2,2023:01:01 18:48:41,778.3
3,2023:01:01 18:48:41,1682.8
1,2023:01:01 18:49:11,772.7
2,2023:01:01 18:49:11,2942.6
3,2023:01:01 18:49:11,1587.1
1,2023:01:01 18:49:41,1069.7
2,2023:01:01 18:49:41,1761.2
3,2023:01:01 18:49:41,1870.3
1,2023:01:01 18:50:11,1102.7
2,2023:01:01 18:50:11,1140.8
3,2023:01:01 18:50:11,554.5
1,2023:01:01 18:50:41,950.8
2,2023:01:01 18:50:41,718.5
3,2023:01:01 18:50:41,3023.8
1,2023:01:01 18:51:11,2423.7
2,2023:01:01 18:51:11,2644.3
3,2023:01:01 18:51:11,2131.3
1,2023:01:01 18:51:41,2250.1
2,2023:01:01 18:51:41,885
3,2023:01:01 18:51:41,2512.8
1,2023:01:01 18:52:11,211.1
2,2023:01:01 18:52:11,2365
3,2023:01:01 18:52:11,2814.9
1,2023:01:01 18:52:41,1119.2
2,2023:01:01 18:52:41,145.4
3,2023:01:01 18:52:41,1586.9
1,2023:01:01 18:53:11,68.1
2,2023:01:01 18:53:11,2746.5
3,2023:01:01 18:53:11,2026.7
1,2023:01:01 18:53:41,1771.3
2,2023:01:01 18:53:41,1979.3
3,2023:01:01 18:53:41,1863.4
1,2023:01:01 18:54:11,2547.2
2,2023:01:01 18:54:11,2097.2
3,2023:01:01 18:54:11,2283
1,2023:01:01 18:54:41,2490.1
2,2023:01:01 18:54:41,2844.2
3,2023:01:01 18:54:41,517.7
1,2023:01:01 18:55:11,1387.7
2,2023:01:01 18:55:11,2577
3,2023:01:01 18:55:11,70.2
1,2023:01:01 18:55:41,1436.4
2,2023:01:01 18:55:41,138.1
3,2023:01:01 18:55:41,1659
1,2023:01:01 18:56:11,882.3
2,2023:01:01 18:56:11,223.7
3,2023:01:01 18:56:11,802.3
1,2023:01:01 18:56:41,3217.9
2,2023:01:01 18:56:41,1659.5
3,2023:01:01 18:56:41,2016.9
1,2023:01:01 18:57:11,232.7
2,2023:01:01 18:57:11,1204.2
3,2023:01:01 18:57:11,3131
1,2023:01:01 18:57:41,2818.2
2,2023:01:01 18:57:41,1105.8
3,2023:01:01 18:57:41,792.6
1,2023:01:01 18:58:11,948.7
2,2023:01:01 18:58:11,167
3,2023:01:01 18:58:11,3252.8
1,2023:01:01 18:58:41,565.1
2,2023:01:01 18:58:41,225.8
3,2023:01:01 18:58:41,721.3
1,2023:01:01 18:59:11,986
2,2023:01:01 18:59:11,2578.3
3,2023:01:01 18:59:11,2128.6
1,2023:01:01 18:59:41,274.2
2,2023:01:01 18:59:41,861
3,2023:01:01 18:59:41,447.2
1,2023:01:01 19:00:11,712.8
2,2023:01:01 19:00:11,1843.4
3,2023:01:01 19:00:11,584.1
1,2023:01:01 19:00:41,2071.8
2,2023:01:01 19:00:41,350.3
3,2023:01:01 19:00:41,1486.7
1,2023:01:01 19:01:11,2486.5
2,2023:01:01 19:01:11,1093.8
3,2023:01:01 19:01:11,188.1
1,2023:01:01 19:01:41,925.7
2,2023:01:01 19:01:41,2275
3,2023:01:01 19:01:41,2861.4
1,2023:01:01 19:02:11,1859.8
2,2023:01:01 19:02:11,2845.8
3,2023:01:01 19:02:11,266.1
1,2023:01:01 19:02:41,2606.3
2,2023:01:01 19:02:41,3275.6
3,2023:01:01 19:02:41,2080.7
1,2023:01:01 19:03:11,2027.8
2,2023:01:01 19:03:11,1948.9
3,2023:01:01 19:03:11,1943.5
1,2023:01:01 19:03:41,636.5
2,2023:01:01 19:03:41,3207.5
3,2023:01:01 19:03:41,758.6
1,2023:01:01 19:04:11,138.6
2,2023:01:01 19:04:11,783.3
3,2023:01:01 19:04:11,836
1,2023:01:01 19:04:41,1333
2,2023:01:01 19:04:41,2604.8
3,2023:01:01 19:04:41,892.8
1,2023:01:01 19:05:11,2949.2
2,2023:01:01 19:05:11,1243.3
3,2023:01:01 19:05:11,2384
1,2023:01:01 19:05:41,676.6
2,2023:01:01 19:05:41,173.5
3,2023:01:01 19:05:41,1981
1,2023:01:01 19:06:11,1159.9
2,2023:01:01 19:06:11,1183.7
3,2023:01:01 19:06:11,2189.2
1,2023:01:01 19:06:41,3198.2
2,2023:01:01 19:06:41,732.8
3,2023:01:01 19:06:41,2935.2
1,2023:01:01 19:07:11,1136.9
2,2023:01:01 19:07:11,3124.4
3,2023:01:01 19:07:11,2179.4
1,2023:01:01 19:07:41,660.8
2,2023:01:01 19:07:41,925.2
3,2023:01:01 19:07:41,1164.7
1,2023:01:01 19:08:11,1743.2
2,2023:01:01 19:08:11,953.5
3,2023:01:01 19:08:11,720.8
1,2023:01:01 19:08:41,326.4
2,2023:01:01 19:08:41,349.7
3,2023:01:01 19:08:41,2324.3
1,2023:01:01 19:09:11,2764.9
2,2023:01:01 19:09:11,2201.5
3,2023:01:01 19:09:11,2684.1
1,2023:01:01 19:09:41,18.9
2,2023:01:01 19:09:41,1610
3,2023:01:01 19:09:41,1981.2
1,2023:01:01 19:10:11,3064.8
2,2023:01:01 19:10:11,952.3
3,2023:01:01 19:10:11,1985.1
1,2023:01:01 19:10:41,2447.4
2,2023:01:01 19:10:41,2863.3
3,2023:01:01 19:10:41,2989.1
1,2023:01:01 19:11:11,2720
2,2023:01:01 19:11:11,1985.4
3,2023:01:01 19:11:11,999
1,2023:01:01 19:11:41,2569.7
